gene.name,Geneid,ribo.log2FC,ribo.padj
fipr-13,WBGene00010183,0.323391926179893,0.821573296968417
F57A10.2,WBGene00010184,-7.8814085050368,4.47230247793465e-08
F57A10.4,WBGene00010185,0.548656905256529,0.779141836424125
nhr-283,WBGene00010186,-0.716264481373757,NA
F57B1.1,WBGene00010187,0.696352151771313,NA
F57B1.5,WBGene00010188,-0.424663702583639,0.917851417494119
F57B1.6,WBGene00010189,-0.177421534749567,NA
dmsr-1,WBGene00010191,-0.0132145299285782,0.997366882822824
F57B7.2,WBGene00010192,0.518959982082231,0.648551521951657
btb-20,WBGene00010193,-0.139803329722334,0.874729042452801
btb-19,WBGene00010194,0.0129889941521703,0.994577644211315
pot-2,WBGene00010195,0.0509921395223894,0.977072587269992
F57C2.4,WBGene00010196,0.45572357225467,0.191792994549374
F57C2.5,WBGene00010197,0.169070567391941,0.760839388443338
spat-1,WBGene00010198,-0.215328595901754,0.776882677227762
bet-2,WBGene00010199,0.0343190824959278,0.988366348064456
F57C7.4,WBGene00010200,0.129392554862904,NA
F57E7.1,WBGene00010202,1.33471851048989,NA
F57E7.2,WBGene00010203,-1.08111365845479,NA
F57F5.1,WBGene00010204,0.303971082909262,0.303679358438513
F57F5.3,WBGene00010205,-0.889098785995423,NA
F57G4.1,WBGene00010206,1.52187836591204,NA
fbxa-191,WBGene00010209,NA,NA
fbxa-192,WBGene00010212,0.128749141632656,0.951579305055245
F57G8.5,WBGene00010214,0.221064009826803,0.903355129529396
nhr-193,WBGene00010215,0.191782565464915,0.923836035897864
F57G8.7,WBGene00010216,0.806168337150703,NA
sre-31,WBGene00010217,NA,NA
sre-30,WBGene00010218,NA,NA
F57G9.3,WBGene00010219,NA,NA
sre-29,WBGene00010220,NA,NA
F57G12.1,WBGene00010221,0.028099147909222,0.987674881893293
F57G12.2,WBGene00010222,-0.0848958783214444,NA
F58A3.3,WBGene00010223,0.0836845352278723,0.989723680976266
F58A3.4,WBGene00010224,-0.257383139916051,0.945110284675126
ttr-31,WBGene00010225,0.45177305809123,0.285764588914573
F58A4.1,WBGene00010226,-0.133494169075754,NA
F58A4.2,WBGene00010227,0.102637144370487,0.906864357404016
clec-161,WBGene00010228,-2.1354004533729,NA
F58A4.6,WBGene00010229,0.0698071027117757,0.976981276352982
rpac-19,WBGene00010230,0.042271503498401,0.980122831055937
F58B3.4,WBGene00010231,-0.0284493497536569,0.987674881893293
F58B3.6,WBGene00010232,-0.234323502263728,0.437954664102203
F58B3.7,WBGene00010233,0.170941694849919,0.887495568978813
ttr-50,WBGene00010234,0.745980063546021,0.190226573847558
F58B4.2,WBGene00010235,1.56307475045799,NA
F58B4.3,WBGene00010236,-0.125264706890239,0.963185361387373
F58B4.4,WBGene00010237,-0.672732640405102,NA
F58B4.5,WBGene00010238,0.974173051216755,3.47879288800787e-08
F58B4.6,WBGene00010239,-0.439085979005676,0.842682401306307
gadr-1,WBGene00010240,NA,NA
F58D2.2,WBGene00010241,-0.193707013317066,0.60857387717429
F58D5.2,WBGene00010242,-0.233391316063237,NA
F58D5.3,WBGene00010243,-0.0323181259016028,NA
F58D5.5,WBGene00010244,-0.204759397799929,0.816547504574994
F58D5.6,WBGene00010245,-0.750220431704714,0.754298013145627
F58D5.7,WBGene00010246,-0.0348645680409621,0.981812228201675
F58D5.8,WBGene00010247,-0.68538100392771,0.702265230540103
F58D5.9,WBGene00010248,0.256445056623611,0.958693362342241
F58D12.1,WBGene00010249,-2.97057785542514,NA
F58D12.3,WBGene00010250,NA,NA
sta-2,WBGene00010251,0.140187647167704,0.929103716871417
F58E6.4,WBGene00010253,0.253152182297699,NA
F58E6.5,WBGene00010254,-0.124686835588836,0.840924763148684
F58E6.6,WBGene00010255,NA,NA
hrg-3,WBGene00010256,-0.227772005064212,0.79466328505884
F58E6.8,WBGene00010257,0.285194910172701,NA
F58E6.11,WBGene00010258,-0.264235724737343,NA
ric-7,WBGene00010259,0.118885662338541,0.922028314121142
ddx-17,WBGene00010260,0.091559699570956,0.924409715361941
srh-308,WBGene00010261,-1.70790186926359,NA
F58E10.7,WBGene00010262,0.0180135189503324,0.996218463053076
wago-4,WBGene00010263,-0.11504087916455,0.837911757939526
F58G1.2,WBGene00010264,0.0202040387182911,0.990106372318898
F58G1.3,WBGene00010265,-0.0157953506555524,0.992886529172199
dct-18,WBGene00010266,0.191170204468491,0.704794463275609
lips-9,WBGene00010267,-0.279559376690956,0.78678659347141
arrd-10,WBGene00010268,0.0831013850198357,0.964879281204605
F58G1.7,WBGene00010269,-0.0849427215556972,0.988924249672385
F58G1.8,WBGene00010270,-0.0379977868018193,0.994343707945544
F58G1.9,WBGene00010271,NA,NA
amph-1,WBGene00010272,0.013323545601922,0.993111441696825
srm-3,WBGene00010273,0.376662819550608,0.941861747226858
F58G6.3,WBGene00010274,0.800899503352044,5.18507255748478e-05
acc-1,WBGene00010275,-1.43999908173618,NA
C03A3.t1,WBGene00010276,NA,NA
F58G6.7,WBGene00010277,0.640677302351468,0.000798857649814333
F58G6.8,WBGene00010278,0.271876292643034,NA
letm-1,WBGene00010279,0.0571774580814051,0.956317226347031
rde-12,WBGene00010280,0.00302841534965387,0.997766597809497
F58G11.3,WBGene00010281,0.0267859799574877,0.98593144379926
F58G11.4,WBGene00010282,-0.817809144580474,NA
ccz-1,WBGene00010283,0.181121715414477,0.832728195186421
aman-2,WBGene00010284,0.386682799733367,0.0894531923169517
F58H1.2,WBGene00010285,0.158552728271943,0.936268577617779
F58H1.3,WBGene00010286,-0.0926129032365541,0.94465131634892
F58H1.5,WBGene00010288,0.792216105231979,0.640387980179621
F58H1.6,WBGene00010289,-0.174025529218255,0.816113253083701
F58H1.7,WBGene00010290,-0.00903534779435752,0.997366882822824
F58H10.1,WBGene00010291,0.431810687629932,0.779977435828073
F59A1.6,WBGene00010292,-2.48118625154858,NA
fbxa-108,WBGene00010293,0.198575674220184,0.860952218207968
fbxa-129,WBGene00010294,NA,NA
fbxa-193,WBGene00010295,NA,NA
dgat-2,WBGene00010296,0.400415585024102,0.0696836175894043
F59A1.12,WBGene00010298,NA,NA
F59A1.13,WBGene00010299,-0.115467944354785,0.981812228201675
F59A1.15,WBGene00010300,-0.0730748787215002,0.97337987242418
F59A1.16,WBGene00010301,-1.70790186926359,NA
F59A2.2,WBGene00010302,0.0364274906400894,0.981363441900635
cri-3,WBGene00010303,0.15883385325439,0.714568743438519
clpf-1,WBGene00010304,0.0255882759402389,0.988924249672385
F59A2.5,WBGene00010305,0.312906941187459,0.366972261987388
F59A2.6,WBGene00010306,0.0993333109380842,0.903986050540145
skat-1,WBGene00010307,0.182406386908807,0.770432732223508
F59B2.3,WBGene00010308,0.00580436418639885,0.997366882822824
rpn-6.2,WBGene00010309,-0.0786727005896449,0.962249571738113
F59B2.8,WBGene00010310,2.53244536231368,NA
F59B2.9,WBGene00010311,-0.0269592005807755,NA
F59B2.11,WBGene00010313,NA,NA
F59B2.12,WBGene00010314,-1.11958120782109,0.515850057174154
F59B2.13,WBGene00010315,0.158927059942943,0.970864450289857
F59B8.1,WBGene00010316,0.493532228899178,0.888329994650791
idh-1,WBGene00010317,0.274188302655197,0.393857726274286
F59B10.2,WBGene00010318,-1.93480692857724,NA
F59B10.3,WBGene00010319,-0.865928647001788,0.015828089329865
F59B10.4,WBGene00010320,-0.406686646095296,0.698711830974729
F59B10.5,WBGene00010321,0.306900662186791,0.844705921424218
F59B10.6,WBGene00010322,0.134925965324488,0.982257632948754
dhhc-12,WBGene00010323,-0.0726849140627558,0.975905207727018
F59C6.3,WBGene00010324,-0.375925782691372,0.633516218665952
exos-3,WBGene00010325,0.0351967072418439,0.981812228201675
F59C6.5,WBGene00010326,0.1548441257041,0.719277982844663
F59C6.8,WBGene00010327,-0.473908052890562,0.816128144815674
F59C6.11,WBGene00010328,0.105522742871018,0.958606415955084
F59D12.1,WBGene00010329,-1.00602668487905,NA
F59D12.2,WBGene00010330,-0.185481425827414,0.956598025045361
F59D12.3,WBGene00010331,2.17270226125341,NA
F59D12.5,WBGene00010332,0.529001856751659,0.766461440091401
copz-1,WBGene00010333,0.156319369747631,0.741504184524683
del-5,WBGene00010334,-0.539373635268373,0.886989103051823
F59F3.6,WBGene00010335,-0.309574884815525,0.901759505347034
F59F4.1,WBGene00010336,-0.389933551710583,0.0942577493265408
F59F4.2,WBGene00010337,-0.0762297458250994,0.952869511035444
F59F4.3,WBGene00010338,0.397864570323693,0.565064982088035
acl-1,WBGene00010339,0.23439936122926,0.721051623988656
slcf-1,WBGene00010340,-0.0687895587929762,0.980122831055937
glo-3,WBGene00010341,-0.126313380531569,0.947177148703872
F59F5.3,WBGene00010342,-0.425133658732961,0.839749033255383
F59F5.4,WBGene00010343,0.253152182297699,NA
F59F5.5,WBGene00010344,0.299612983295629,NA
F59F5.7,WBGene00010345,0.448750680208506,0.842213111343347
H01G02.1,WBGene00010348,0.0973911614402831,0.983985316857972
dyf-18,WBGene00010349,-0.447615731793909,NA
H01G02.3,WBGene00010350,0.134095907942735,0.983559996336932
cbd-1,WBGene00010351,1.64468691455252,1.05251189827514e-11
fbxb-76,WBGene00010352,NA,NA
H02I12.5,WBGene00010353,0.719949075062102,0.565403673501836
cyp-31A2,WBGene00010354,0.482278018326688,0.0823705731646353
clec-229,WBGene00010355,-0.544519798809113,0.690570944897617
H03A11.1,WBGene00010356,-0.199583986581459,0.768248377526268
H03A11.2,WBGene00010357,0.444390293924482,0.127191404850393
H03G16.1,WBGene00010358,NA,NA
mam-6,WBGene00010359,NA,NA
fbxa-96,WBGene00010360,-0.231994455853456,NA
H03G16.5,WBGene00010361,0.097494390175768,0.974505937857233
enu-3.1,WBGene00010362,-0.557169804865486,0.0617719025730914
H04D03.2,WBGene00010363,-0.134621269161003,0.904711086218457
H04D03.3,WBGene00010364,0.0391526877029892,0.980122831055937
H04D03.4,WBGene00010365,NA,NA
H05L14.1,WBGene00010366,0.0414927236386242,0.980122831055937
H05L14.2,WBGene00010367,-0.035904553449293,0.981812228201675
H06A10.1,WBGene00010368,0.110503919916435,0.956317226347031
chd-1,WBGene00010369,0.0232914685597673,0.988924249672385
ctg-1,WBGene00010370,0.534721013975735,0.014367307169753
H06O01.4,WBGene00010371,NA,NA
H08J19.1,WBGene00010372,-0.178836457677968,NA
H08M01.1,WBGene00010373,-0.0386414336075093,0.988366348064456
rga-5,WBGene00010374,0.436422172358067,0.659842166140776
H09F14.1,WBGene00010375,-0.309937291843503,0.945110284675126
C05E7.t1,WBGene00010376,NA,NA
nspa-1,WBGene00010377,-0.561417908022114,0.00506533439635683
H12D21.2,WBGene00010378,0.469582978356836,0.749178221342272
H12D21.3,WBGene00010379,0.397836572811733,0.748376879127699
mpst-2,WBGene00010380,0.205706250350644,NA
H12D21.5,WBGene00010381,-0.221301033108915,0.902499671550583
H12D21.6,WBGene00010382,1.19017817898398,NA
mpst-3,WBGene00010383,0.0404951025487598,0.981812228201675
H12D21.9,WBGene00010385,-0.17259576964829,0.961105865940827
H12D21.10,WBGene00010386,-0.210409865110726,0.92346999422316
H12D21.11,WBGene00010387,-2.66717126737669,NA
srz-42,WBGene00010388,NA,NA
srz-31,WBGene00010389,-1.70790186926359,NA
srz-30,WBGene00010390,NA,NA
oac-37,WBGene00010391,-1.70790747842919,NA
oac-38,WBGene00010392,NA,NA
srz-59,WBGene00010394,NA,NA
H12I19.8,WBGene00010395,NA,NA
H13N06.2,WBGene00010396,0.846547366788243,0.15479900849213
suox-1,WBGene00010397,-0.0466172991869518,0.981812228201675
clec-13,WBGene00010399,0.0583837567916698,NA
clec-14,WBGene00010400,NA,NA
H16D19.3,WBGene00010401,0.946867674130783,0.395348486100887
H16D19.4,WBGene00010402,NA,NA
otpl-8,WBGene00010403,-1.21512956133868,NA
H19J13.2,WBGene00010404,NA,NA
erfa-3,WBGene00010405,0.136387936723151,0.791568497794601
math-33,WBGene00010406,0.0471341333510395,0.969844771813522
H19N07.3,WBGene00010407,-0.473246689085804,0.10920576738638
mboa-2,WBGene00010408,-0.0595879032749109,0.97337987242418
H21P03.2,WBGene00010409,-0.0129615068948656,0.994343707945544
nhr-267,WBGene00010410,-0.746646773023271,NA
H25K10.1,WBGene00010411,-0.012144199478088,0.997366882822824
H25K10.2,WBGene00010412,NA,NA
H25K10.4,WBGene00010413,0.195274948913332,NA
hpa-1,WBGene00010414,NA,NA
irld-39,WBGene00010415,0.253152182297699,NA
H25P06.1,WBGene00010416,0.223950313833394,0.565403673501836
H25P06.4,WBGene00010417,0.991330973473768,NA
H27A22.1,WBGene00010418,0.240786921574217,0.709758645359181
H28O16.1,WBGene00010419,0.195459152695968,0.589746956980375
mcrs-1,WBGene00010420,0.0246777135601353,0.988924249672385
H32K16.1,WBGene00010421,-0.27798295404355,0.825381823087409
H32K16.2,WBGene00010422,-0.0857525028078501,0.967578657250221
H36L18.1,WBGene00010423,0.253152182297699,NA
H36L18.2,WBGene00010424,-2.21705763114869,NA
lpin-1,WBGene00010425,0.0172111634963821,0.990106372318898
H37A05.2,WBGene00010426,-1.35166070425791,NA
hpo-11,WBGene00010427,0.144713633339757,0.84394018285754
dcn-1,WBGene00010428,-0.0390714919505505,0.974505937857233
H38K22.4,WBGene00010429,NA,NA
C05E7.t2,WBGene00010430,NA,NA
C05E7.t3,WBGene00010431,NA,NA
H39E23.2,WBGene00010432,-0.764906727083188,NA
H40L08.1,WBGene00010433,0.0634999209395967,0.978861013402816
H40L08.3,WBGene00010434,-1.83848807234705,NA
JC8.2,WBGene00010435,-0.0147778578297662,0.992886529172199
JC8.4,WBGene00010436,0.0883536983241543,0.97337987242418
cox-11,WBGene00010437,0.106563877471751,0.92502634214611
JC8.7,WBGene00010439,-0.166538948194754,0.800486638206264
ttr-51,WBGene00010440,0.145979946365404,0.894213056977014
bus-12,WBGene00010442,-0.321820507802512,0.870598044180647
magi-1,WBGene00010444,0.0436782891344943,0.981812228201675
K01A6.4,WBGene00010446,1.10913314195351,NA
K01A6.5,WBGene00010447,-0.332680635222748,0.945332260194171
K01A6.6,WBGene00010448,1.06412488573815,NA
K01A11.1,WBGene00010449,0.632887438805504,0.663855824149858
K01A11.2,WBGene00010450,-0.105140351097822,0.908474995921316
K01A11.3,WBGene00010451,NA,NA
fozi-1,WBGene00010453,-0.0317973793666586,0.990542104757957
K01B6.3,WBGene00010454,-0.0849530779534972,0.98593144379926
K01B6.4,WBGene00010455,-1.70802329025495,NA
K01C8.1,WBGene00010456,0.154350788405577,0.780111123956944
K01C8.2,WBGene00010457,-0.664531850075822,NA
mrpl-10,WBGene00010458,0.0749867505307913,0.945336135779657
K01C8.7,WBGene00010459,0.340471692520096,0.626900389075246
clec-142,WBGene00010460,-0.0706793353827802,0.981812228201675
K01D12.1,WBGene00010461,-1.71248818069042,NA
K01D12.3,WBGene00010463,NA,NA
K01D12.5,WBGene00010464,-0.75655586555327,0.453949606840641
K01D12.6,WBGene00010465,0.0831413597254885,0.940095428067197
K01D12.7,WBGene00010466,-0.101309081675809,0.903423489312635
K01D12.8,WBGene00010467,0.682795073671443,0.0527473852650396
K01D12.9,WBGene00010468,-0.39745723227356,0.101085588917235
K01D12.10,WBGene00010469,1.9457845133074,NA
cdr-4,WBGene00010470,0.68114540743157,0.000999063519126017
cdr-6,WBGene00010471,0.122510559885405,0.884835969064477
cdr-7,WBGene00010472,0.662673383437845,0.0356295294800409
hrg-2,WBGene00010473,0.497671729363569,0.565597549457216
K01D12.15,WBGene00010474,-0.171249393609662,0.788338398099028
K01F9.2,WBGene00010475,-0.666567816660464,0.0629216667983908
rnf-113,WBGene00010476,0.180301488343455,0.810378955436252
enu-3.6,WBGene00010477,-0.321725862321555,0.435736287121521
K01G5.5,WBGene00010478,-0.155680743946202,0.735637218748452
K01G5.8,WBGene00010479,-0.146781535573499,0.83126132218614
K01G5.9,WBGene00010480,-0.398633867026675,0.129202411208647
K01G5.10,WBGene00010481,0.00537282057687936,0.997766597809497
K01G12.3,WBGene00010483,0.117421623615414,NA
dph-3,WBGene00010484,-0.00235239957623205,0.999363708927056
ant-1.3,WBGene00010485,-0.202622023932104,0.524011556818576
K01H12.4,WBGene00010486,-0.0519139581534463,0.968850822257521
K02A11.2,WBGene00010487,0.0202631433250141,0.995867144812334
K02A11.3,WBGene00010488,0.0126748275525801,0.994343707945544
K02B7.3,WBGene00010491,-0.103881590418178,0.945439676406196
meg-1,WBGene00010492,2.37173907680171,0.0342509905169219
meg-2,WBGene00010493,1.5863675389783,0.302441264251835
K02B9.3,WBGene00010494,NA,NA
K02B12.2,WBGene00010495,-0.313991551467031,NA
sec-12,WBGene00010496,0.0896509881014676,0.933425893851507
axl-1,WBGene00010497,-0.982557578493985,NA
K02B12.5,WBGene00010498,-0.137580716629562,0.903779307055848
K02B12.6,WBGene00010499,-1.78602279393187,NA
K02B12.7,WBGene00010500,0.0701441218008421,0.956317226347031
K02C4.2,WBGene00010501,0.379180347704108,0.903355129529396
K02C4.3,WBGene00010502,0.106150562911464,0.89636361714368
K02C4.5,WBGene00010503,-0.281836582478808,0.439612207121195
K02D3.1,WBGene00010504,-0.0446673859181157,0.994112700332205
K02D3.2,WBGene00010505,-0.0695545863310389,0.985905249206488
K02E2.1,WBGene00010506,-1.4764035293592,NA
K02E2.6,WBGene00010507,2.23767560956855,NA
K02E2.7,WBGene00010508,NA,NA
K02E2.8,WBGene00010509,-0.884134219695026,0.00639631078653132
ent-3,WBGene00010510,-0.0824564636663692,0.956317226347031
sre-7,WBGene00010511,0.131263626401672,NA
K02E11.3,WBGene00010512,-0.030262688166712,0.994343707945544
K02E11.4,WBGene00010513,-0.196518490804453,0.917851417494119
K02E11.5,WBGene00010514,0.00363852621177588,0.999363708927056
K02E11.6,WBGene00010515,0.379356543490824,0.766461440091401
K02E11.7,WBGene00010516,0.224253316935036,0.915000999212069
K02E11.8,WBGene00010517,NA,NA
K02E11.9,WBGene00010518,0.561946198803979,NA
K03A11.1,WBGene00010519,2.17434002427159,NA
cpx-2,WBGene00010520,0.106168072661108,0.988924249672385
K03A11.4,WBGene00010521,-0.805614047832262,NA
K03A11.5,WBGene00010522,-0.24885268946853,0.869523511800041
K03B8.4,WBGene00010523,-0.351668253649434,0.810378955436252
K03B8.6,WBGene00010524,-0.0474602882897922,0.974505937857233
K03B8.8,WBGene00010525,0.851306327840982,0.0558493116565837
K03B8.11,WBGene00010526,-0.764906727083188,NA
srz-74,WBGene00010527,NA,NA
K03D3.2,WBGene00010528,-0.10302594814127,NA
srz-21,WBGene00010529,NA,NA
srz-61,WBGene00010530,NA,NA
K03D3.5,WBGene00010531,-2.48527298810003,NA
fbxa-102,WBGene00010534,NA,NA
K03D7.8,WBGene00010535,NA,NA
K03D7.9,WBGene00010536,NA,NA
mys-2,WBGene00010537,-0.0181152539629182,0.994343707945544
ttr-3,WBGene00010538,0.330089251187273,0.659453264080774
ttr-2,WBGene00010539,0.314297921229453,0.864982259072514
K03H1.5,WBGene00010540,-0.179465159967274,0.741923676625335
ttr-1,WBGene00010541,0.07888559479507,0.97337987242418
K03H1.7,WBGene00010542,-0.0276062490194518,0.994343707945544
K03H1.8,WBGene00010543,NA,NA
K03H1.9,WBGene00010544,0.351353595739072,0.831087605202105
cbp-2,WBGene00010545,-0.185095488863037,0.761372427271854
K03H1.11,WBGene00010546,0.191736387493676,0.936019066220012
K03H1.12,WBGene00010547,-0.16799267724787,0.876486062701727
K03H4.2,WBGene00010549,-0.252655682311336,0.626065680459386
K04B12.2,WBGene00010550,0.164026778558238,0.883907608930598
smg-8,WBGene00010551,0.000329281014854501,0.999767381268177
K04C1.2,WBGene00010552,0.00960100948416459,0.997366882822824
K04C1.3,WBGene00010553,-0.139355962924223,0.97337987242418
mlc-6,WBGene00010554,0.257872263929497,0.90524408754749
K04C1.5,WBGene00010555,NA,NA
rack-1,WBGene00010556,0.0439388234936758,0.976016359124523
mspn-1,WBGene00010557,0.0874932772738854,0.933906688691853
ptp-4,WBGene00010558,-0.202879769646242,0.969985250526075
K04D7.6,WBGene00010559,0.715256632886641,NA
iftb-1,WBGene00010560,0.039585401078816,0.974505937857233
cdc-48.3,WBGene00010562,-0.0701308687191527,0.953587738645496
K04G2.4,WBGene00010563,0.129837258635512,0.87883512709336
ath-1,WBGene00010564,-0.0412161647780704,0.977072587269992
vacl-14,WBGene00010565,0.140152808528726,0.870275893270196
K04G2.7,WBGene00010566,0.216963876137015,0.951579305055245
K04G2.9,WBGene00010567,0.406976654322595,0.372745714722123
K04G2.10,WBGene00010568,-3.22489854931592,NA
scbp-2,WBGene00010569,-0.160482699906147,0.978861013402816
K04G11.1,WBGene00010570,NA,NA
K04G11.3,WBGene00010571,0.547263716462785,0.473409158782651
wdr-5.2,WBGene00010572,-0.0445130854111689,0.990106372318898
K04H4.2,WBGene00010573,-0.804255017846959,0.000951601951934959
K04H4.5,WBGene00010574,-0.100035823511193,0.897075550384289
flp-25,WBGene00010575,0.485546428871578,0.914563913332681
clec-116,WBGene00010576,NA,NA
K04H8.2,WBGene00010577,NA,NA
K04H8.3,WBGene00010578,-0.467318561963936,0.902499671550583
K05C4.2,WBGene00010579,0.214540944227576,0.659453264080774
K05C4.3,WBGene00010580,NA,NA
K05C4.4,WBGene00010581,-0.16824962518017,0.958693362342241
K05C4.5,WBGene00010582,-0.015587224969274,0.992886529172199
K05C4.7,WBGene00010583,-0.20738898597608,0.643512081893763
K05C4.8,WBGene00010584,1.21787293392455,NA
K05C4.9,WBGene00010585,0.00956414777364548,NA
K05C4.10,WBGene00010586,NA,NA
sol-2,WBGene00010587,-0.393679842522633,NA
srz-14,WBGene00010588,NA,NA
cyp-33D1,WBGene00010589,-1.59358864722768,NA
srz-13,WBGene00010590,NA,NA
K05D4.9,WBGene00010591,NA,NA
K06A4.2,WBGene00010592,0.120511667755145,NA
gsnl-1,WBGene00010593,0.102575021865392,0.888329994650791
swt-5,WBGene00010594,-0.716982690457173,0.17906264547219
haao-1,WBGene00010595,0.660203531899043,0.0004109098991167
K06A4.6,WBGene00010596,-0.290358944926597,NA
K06A4.7,WBGene00010597,0.206531813590397,0.633516218665952
K06B4.3,WBGene00010598,NA,NA
K06B4.4,WBGene00010599,-0.60622563160784,NA
nhr-196,WBGene00010600,NA,NA
nhr-268,WBGene00010601,NA,NA
nhr-197,WBGene00010602,NA,NA
nhr-198,WBGene00010603,-1.70790186926359,NA
nhr-199,WBGene00010604,0.347918811601946,NA
K06G5.1,WBGene00010605,0.117759584407063,0.874054445934638
cyp-13B2,WBGene00010606,-0.719920120622572,NA
K06G5.3,WBGene00010607,-0.717434749712401,NA
K07A1.1,WBGene00010608,0.0177477449203434,0.992886529172199
dut-1,WBGene00010609,-0.183289414969328,0.6707544064392
K07A1.3,WBGene00010610,-0.085787976217383,0.985418915164331
K07A1.4,WBGene00010611,0.0719922491206459,0.953827096632475
K07A1.5,WBGene00010612,-0.105648893639681,0.901759505347034
K07A1.6,WBGene00010613,0.497830656866689,0.129511671606512
cri-1,WBGene00010614,2.03377955063559,NA
K07A1.9,WBGene00010615,-0.133026871630135,0.896352476722707
K07A1.10,WBGene00010616,-0.0113936630779876,0.994343707945544
K07A1.13,WBGene00010617,-0.349672204071561,0.427604330145361
K07A1.14,WBGene00010618,NA,NA
K07A1.15,WBGene00010619,0.145355104104317,0.967578657250221
K07A12.1,WBGene00010620,0.0194211915126271,0.990106372318898
egg-6,WBGene00010621,0.836204504862049,0.00362239964610874
K07A12.4,WBGene00010622,-0.021073294806523,0.990106372318898
K07A12.5,WBGene00010623,-0.159782276309182,0.877034993519663
mrps-15,WBGene00010624,0.0499271779519561,0.970159239821841
K07C5.2,WBGene00010625,0.117432164195181,0.898375081476606
K07C5.3,WBGene00010626,0.0312743917893492,0.984366057249078
K07C5.4,WBGene00010627,-0.0458251259296908,0.960881979911796
ceeh-2,WBGene00010628,-0.172897055171679,0.910501965478464
K07C5.6,WBGene00010629,-0.108721237855487,0.903986050540145
ttll-15,WBGene00010630,-0.0431662271647659,0.990106372318898
cash-1,WBGene00010631,0.132605121571297,0.81127648231285
K07C5.9,WBGene00010632,-0.200155126046372,0.967009707723958
nspd-2,WBGene00010633,-0.0588965187113975,0.95517346295271
K07F5.6,WBGene00010634,-0.047347288677754,0.981812228201675
K07F5.7,WBGene00010635,-0.194057108426058,0.962249571738113
K07F5.8,WBGene00010636,0.0383125652272312,NA
K07F5.12,WBGene00010637,0.281237447843653,0.884334798715953
K07F5.14,WBGene00010638,-0.0272326162204593,0.98593144379926
K07F5.15,WBGene00010639,0.0726574600390125,0.981812228201675
K07F5.16,WBGene00010640,0.173694563973739,0.969852936131848
crml-1,WBGene00010641,-0.0654530373198055,0.959497466329161
mks-6,WBGene00010642,0.21183244026876,NA
K07G5.4,WBGene00010643,-0.726300405147655,NA
K07G5.5,WBGene00010644,0.367321122216706,0.558495710379133
fecl-1,WBGene00010645,0.0797460155141976,0.945336135779657
K08C7.1,WBGene00010646,0.120284880415798,0.944916248258871
K08C7.4,WBGene00010647,0.0376082636913438,0.994343707945544
K08C7.6,WBGene00010648,0.26324752207578,0.71554958899484
K08C7.7,WBGene00010649,0.0603510911620997,0.983575063158922
K08C9.1,WBGene00010650,-0.0813304014591212,0.949264738216943
K08C9.2,WBGene00010651,-0.0906211862270821,0.923043688853998
K08C9.5,WBGene00010652,-2.52328366068258,NA
K08C9.6,WBGene00010653,-1.70790186926359,NA
K08C9.7,WBGene00010654,-0.551362952602253,NA
K08D8.1,WBGene00010655,-0.863058105568711,NA
K08D8.2,WBGene00010656,0.418150452243467,NA
K08D8.3,WBGene00010657,-0.136940323705478,0.839749033255383
K08D8.4,WBGene00010658,0.374986942636029,0.657965219156453
K08D8.5,WBGene00010659,0.349071172603552,0.42237800475831
K08D8.6,WBGene00010660,0.259273168413622,0.420580281118186
tyr-2,WBGene00010661,-0.398027945359681,0.250698001370036
K08E3.2,WBGene00010662,-1.27117100909576,NA
toca-2,WBGene00010663,-0.244002657367295,0.517866826278102
dbn-1,WBGene00010664,-0.197167160688088,0.675113069849943
K08E3.5,WBGene00010665,-0.0125098376353023,0.994010286189539
K08E4.2,WBGene00010666,0.218298231841152,0.934460250655948
K08E4.3,WBGene00010667,0.20658016444969,0.887236261470633
K08E4.4,WBGene00010668,NA,NA
bath-37,WBGene00010669,0.0902847780046054,NA
K08E4.6,WBGene00010670,0.133850586065006,0.893496542992897
eak-7,WBGene00010671,-0.140937376666168,0.825840090018733
K08E7.4,WBGene00010672,-0.0836909958779761,0.984461343850504
K08E7.5,WBGene00010673,-0.0152495508544063,0.994343707945544
K08E7.6,WBGene00010674,0.692177730545389,NA
K08E7.8,WBGene00010675,-0.0302580382577673,0.992886529172199
K08F4.1,WBGene00010676,0.0118576497696729,0.994343707945544
gtbp-1,WBGene00010677,-0.0220836925517079,0.988346196464202
K08F4.3,WBGene00010678,-0.192931489029843,0.695089166701617
K08F4.5,WBGene00010679,-0.121583052049575,0.909595226206802
K08F4.12,WBGene00010680,0.155750324653882,NA
mak-1,WBGene00010681,-0.296252503966773,0.492296511685607
K08F8.5,WBGene00010682,-0.281900779763569,0.772915771751371
K08F8.7,WBGene00010683,-3.02062264199371,NA
K08F9.1,WBGene00010684,-0.490478982171115,NA
aipl-1,WBGene00010685,0.0906910751805665,0.923836035897864
K08F9.3,WBGene00010686,-0.470231432715919,0.860952218207968
K08F9.4,WBGene00010687,-0.146685474625561,0.906907961212694
srz-12,WBGene00010688,NA,NA
K08H2.2,WBGene00010689,0.2531521822977,NA
K08H2.3,WBGene00010690,0.796334665457893,0.170801337696206
K08H2.4,WBGene00010691,-0.76821070482158,NA
K08H2.5,WBGene00010692,-0.668327515084219,NA
K08H2.7,WBGene00010693,0.20641299599813,0.971939336278749
